address,city,state,zipcode,size,price
188 Midland Ave, River Edge, NJ,7661,"5 beds / 4.5 baths / 5,690 sqft","1,350/mo"
235 Berkeley Rd, River Edge, NJ,7661,"2 beds / 1.5 baths / 1,096 sqft","2,450/mo"
719 Williams Ave, River Edge, NJ,7661,"4 beds / 1.5 baths / 1,685 sqft","1,200/mo"
125 Davis Dr, River Edge, NJ,7661,"3 beds / 2 baths / 2,400 sqft","1,400/mo"
280 Kinderkamack Rd, River Edge, NJ,7661,"3 beds / 1 bath / 1,249 sqft","1,500/mo"
325 Kinderkamack Rd, River Edge, NJ,7661,"5 beds / 4.5 baths / 4,732 sqft","1,100/mo"
2 June Ct, River Edge, NJ,7661,"4 beds / 1.5 baths / 2,469 sqft","1,050/mo"
539 Kinderkamack Rd, River Edge, NJ,7661,"4 beds / 3.5 baths / 2,244 sqft","2,900/mo"
912 Poplar Ave, River Edge, NJ,7661,"3 beds / 1 bath / 1,383 sqft","3,000/mo"
331 5th Ave, River Edge, NJ,7661,"3 beds / 1.5 baths / 2,109 sqft","2,900/mo"
309 Taft Rd, River Edge, NJ,7661,"2 beds / 2 baths / 1,300 sqft","3,000/mo"
73 Harding Ave, Westwood, NJ,7675,"5 beds / 4 baths / 2,624 sqft","2,900/mo"
5 Charles Pl, Old Tappan, NJ,7675,"6 beds / 5.5 baths / 5,845 sqft","3,000/mo"
713 Orange Ct, Rivervale, NJ,7675,"3 beds / 3 baths / 2,652 sqft","2,900/mo"
190 Beck Pl, Rivervale, NJ,7675,"5 beds / 4.5 baths / 4,000 sqft","3,000/mo"
22 Ampssler Way, Old Tappan, NJ,7675,"3 beds / 1 bath / 1,329 sqft","2,200/mo"
5 Princeton Pl, Westwood, NJ,7675,"4 beds / 2 baths / 2,289 sqft","1,850/mo"
127 Kinderkamack Rd, Westwood, NJ,7675,"4 beds / 3 baths / 3,034 sqft","4,500/mo"
15 Woods Edge Rd, Old Tappan, NJ,7675,"5 beds / 4.5 baths / 5,690 sqft","1,600/mo"
40 Orangeburgh Rd, Old Tappan, NJ,7675,"2 beds / 1.5 baths / 1,096 sqft","1,300/mo"
81 Greenwoods Rd, Old Tappan, NJ,7675,"4 beds / 1.5 baths / 1,685 sqft","1,175/mo"
144 Dewolf Rd, Old Tappan, NJ,7675,"3 beds / 2 baths / 2,400 sqft","2,600/mo"
773 Rivervale Rd, Rivervale, NJ,7675,"3 beds / 1 bath / 1,249 sqft","2,600/mo"
58 Harding Ave, Westwood, NJ,7675,"5 beds / 4.5 baths / 4,732 sqft","1,275/mo"
631 Lafayette Ave, Westwood, NJ,7675,"4 beds / 1.5 baths / 2,469 sqft",
33 Ruckner Rd, Westwood, NJ,7675,"4 beds / 3.5 baths / 2,244 sqft",
503 Piermont Ave S, Rivervale, NJ,7675,"3 beds / 1 bath / 1,383 sqft",
503 Piermont Ave S # 503, Rivervale, NJ,7675,"3 beds / 1.5 baths / 2,109 sqft","$369,000 "
Orangeburgh Rd, Rivervale, NJ,7675,"2 beds / 2 baths / 1,300 sqft","$618,000 "
22 Stewart Ct, Old Tappan, NJ,7675,"5 beds / 4 baths / 2,624 sqft","$2,250,000 "
43 Harding Ave, Westwood, NJ,7675,"6 beds / 5.5 baths / 5,845 sqft","$239,900 "
12 Moeser Pl, Old Tappan, NJ,7675,"3 beds / 3 baths / 2,652 sqft","$1,589,000 "
163 Dewolf Rd, Old Tappan, NJ,7675,"5 beds / 4.5 baths / 4,000 sqft","$1,695,000 "
631 Long Hill Rd, Rivervale, NJ,7675,"4 beds / 2 baths / 1,890 sqft","695,000"
641 Montview Pl, Rivervale, NJ,7675,"3 beds / 1 bath / 1,296 sqft","989,000"
73 Harding Ave, Westwood, NJ,7675,"1 bed / 2 baths / 700,157 sqft","184,000"
5 Charles Pl, Old Tappan, NJ,7675,"4 beds / 1 bath / 1,456 sqft","499,000"
713 Orange Ct, Rivervale, NJ,7675,"3 beds / 2 baths / 1,936 sqft","749,000"
190 Beck Pl, Rivervale, NJ,7675,"2 beds / 3 baths / 1,606 sqft","$289,980 "
22 Ampssler Way, Old Tappan, NJ,7675,"3 beds / 2 baths / 1,692 sqft","$1,795,000 "
5 Princeton Pl, Westwood, NJ,7675,"2 beds / 1 bath / 1,320 sqft","2,350/mo"
127 Kinderkamack Rd, Westwood, NJ,7675,"2 beds / 1 bath / 2,512 sqft","349,000"
15 Woods Edge Rd, Old Tappan, NJ,7675,"5 beds / 2 baths / 1,328 sqft","659,000"
40 Orangeburgh Rd, Old Tappan, NJ,7675,"2 beds / 1 bath / 1,413 sqft","479,000"
81 Greenwoods Rd, Old Tappan, NJ,7675,"4 beds / 2 baths / 2,000 sqft","$1,350,000 "
144 Dewolf Rd, Old Tappan, NJ,7675,"2 beds / 1 bath / 1,200 sqft","869,000"
773 Rivervale Rd, Rivervale, NJ,7675,"3 beds / 2 baths / 1,956 sqft","788,000"
58 Harding Ave, Westwood, NJ,7675,"4 beds / 2 baths / 2,001 sqft","$174,000 "
631 Lafayette Ave, Westwood, NJ,7675,"4 beds / 2 baths / 1,711 sqft","349,000"
33 Ruckner Rd, Westwood, NJ,7675,"4 beds / 2 baths / 1,879 sqft","489,000"
503 Piermont Ave S, Rivervale, NJ,7675,"3 beds / 3 baths / 1,363 sqft","369,000"
503 Piermont Ave S # 503, Rivervale, NJ,7675,"5 beds / 2 baths / 5,248 sqft","$369,000 "
Orangeburgh Rd, Rivervale, NJ,7675,"4 beds / 2 baths / 5,300 sqft","$618,000 "
22 Stewart Ct, Old Tappan, NJ,7675,"3 beds / 2 baths / 2,741 sqft","$2,250,000 "
43 Harding Ave, Westwood, NJ,7675,"3 beds / 3 baths / 1,948 sqft","$239,900 "
12 Moeser Pl, Old Tappan, NJ,7675,"3 beds / 2.5 baths / 12,196 sqft","$1,589,000 "
163 Dewolf Rd, Old Tappan, NJ,7675,"4 beds / 2 baths / 1,877 sqft","$1,695,000 "
631 Long Hill Rd, Rivervale, NJ,7675,"6 beds / 3 baths / 1,904 sqft","695,000"
641 Montview Pl, Rivervale, NJ,7675,"6 beds / 3.5 baths / 2,700 sqft","989,000"
43 Oak St, Rochelle Park, NJ,7662,"3 beds / 1 bath / 1,288 sqft","318,000"
47-53 Central Ave # B 8, Rochelle Park, NJ,7662,"3 beds / 1.5 baths / 1,271 sqft","1,700/mo"
78 E Passaic St, Rochelle Park, NJ,7662,"4 beds / 2 baths / 1,746 sqft","299,000"
175 Rochelle Ave UNIT 318, Rochelle Park, NJ,7662,"3 beds / 2 baths / 1,008 sqft","303,000"
17 Parker Ave, Rochelle Park, NJ,7662,"3 beds / 2 baths / 1,308 sqft","289,000"
105 W Oldis St, Rochelle Park, NJ,7662,"1 bed / 1 bath / 1,757 sqft","324,000"
175 Rochelle Ave UNIT 324, Rochelle Park, NJ,7662,"2 beds / 1 bath / 1,072 sqft","399,000"
85 W Oldis St, Rochelle Park, NJ,7662,"5 beds / 3 baths / 1,466 sqft","339,000"
147 Howard Ave, Rochelle Park, NJ,7662,"3 beds / 2 baths / 1,268 sqft","250,000"
21 Ward St, Rochelle Park, NJ,7662,"4 beds / 1.5 baths / 1,960 sqft","1,000/mo"
49 Marinus St, Rochelle Park, NJ,7662,"4 beds / 2 baths / 2,112 sqft","1,400/mo"
32 South Dr, Rochelle Park, NJ,7662,"3 beds / 3 baths / 1,692 sqft","2,595/mo"
40 Colling Ave, Rochelle Park, NJ,7662,"3 beds / 4 baths / 1,788 sqft","268,000"
15 Schlosser Dr, Rochelle Park, NJ,7662,"5 beds / 3 baths / 1,460 sqft","339,000"
24 Colling Ave, Rochelle Park, NJ,7662,"5 beds / 3 baths / 3,615 sqft","269,000"
102 Terrace Ave # 224, Rochelle Park, NJ,7662,"3 beds / 1.5 baths / 1,416 sqft","2,900/mo"
43 Central Ave # 1R, Rochelle Park, NJ,7662,"5 beds / 2 baths / 1,988 sqft","3,000/mo"
4 Lexington Ave, Rochelle Park, NJ,7662,"4 beds / 2 baths / 1,652 sqft","299,000"
138 Howard Ave, Rochelle Park, NJ,7662,"4 beds / 3.5 baths / 2,546 sqft","229,000"
128 Hazley Ave, Rochelle Park, NJ,7662,"4 beds / 3.5 baths / 1,966 sqft","329,000"
53 Lexington Ave, Rochelle Park, NJ,7662,"6 beds / 7 baths / 6,000 sqft","419,000"
2 Cedar Dr, Rochelle Park, NJ,7662,"3 beds / 3 baths / 1,809 sqft","450,000"
41 Grove Ave, Rochelle Park, NJ,7662,"3 beds / 1 bath / 5,000 sqft","429,000"
36 North Dr, Rochelle Park, NJ,7662,"2 beds / 1 bath / 1,935 sqft","314,000"
512 White Ave, Northvale, NJ,7647,"4 beds / 3 baths / 2,111 sqft","499,000"
402 Longview Ct, Northvale, NJ,7647,"4 beds / 2 baths / 1,550 sqft","499,000"
403 Briarwood Ln, Northvale, NJ,7647,"3 beds / 2 baths / 1,769 sqft","410,000"
191 Bradley Ave, Northvale, NJ,7647,"3 beds / 1.5 baths / 1,190 sqft","545,000"
183B Franklin St, Northvale, NJ,7647,"4 beds / 2 baths / 1,998 sqft","1,050/mo"
212 Walnut St, Northvale, NJ,7647,"3 beds / 2 baths / 1,801 sqft","519,000"
410 West Ave, Northvale, NJ,7647,"3 beds / 1 bath / 1,379 sqft","550,000"
438 Tappan Rd, Northvale, NJ,7647,"5 beds / 2.5 baths / 1,768 sqft","408,000"
206 New York Ave, Northvale, NJ,7647,"2 beds / 2.5 baths / 1,476 sqft","325,000"
192 Scharer Ave, Northvale, NJ,7647,"3 beds / 1 bath / 1,096 sqft","199,000"
112 Paris Ave STE C, Northvale, NJ,7647,"3 beds / 2 baths / 1,617 sqft","3,000/mo"
184 Glanz Ave, Northvale, NJ,7647,"4 beds / 2 baths / 1,218 sqft","379,000"
461 Clinton Ave, Northvale, NJ,7647,"3 beds / 3 baths / 1,491 sqft","599,000"
181 High St, Northvale, NJ,7647,"4 beds / 2 baths / 1,750 sqft","2,200/mo"
100 Legrand Ave, Northvale, NJ,7647,"4 beds / 2 baths / 2,521 sqft","1,850/mo"
1308 Rio Vista Ln # 1308, Northvale, NJ,7647,"3 beds / 2 baths / 1,694 sqft","4,500/mo"
1310 Rio Vista Ln # 1310, Northvale, NJ,7647,"4 beds / 4 baths / 4,688 sqft","1,600/mo"
1301 Rio Vista Ln # 1301, Northvale, NJ,7647,"3 beds / 4 baths / 3,000 sqft","1,300/mo"
122 Rio Vista Ln # 122, Northvale, NJ,7647,"6 beds / 5.5 baths / 5,200 sqft","1,175/mo"
2207 Rio Vista Ln # 2207, Northvale, NJ,7647,"6 beds / 5.5 baths / 5,070 sqft","2,600/mo"
2208 Rio Vista Ln # 2308, Northvale, NJ,7647,"5 beds / 4.5 baths / 4,675 sqft","2,600/mo"
1205 Rio Vista Ln # 1205, Northvale, NJ,7647,"6 beds / 7.5 baths / 2,694 sqft","1,275/mo"
120 Rio Vista Ln # 120, Northvale, NJ,7647,"6 beds / 6 baths / 2,228 sqft","$675,000 "
125 Rio Vista Ln # 125, Northvale, NJ,7647,"4 beds / 4.5 baths / 4,038 sqft","$679,000 "
181 Santiago Ave, Rutherford, NJ,7070,"4 beds / 3.5 baths / 5,700 sqft","599,000"
76 Eastern Way, Rutherford, NJ,7070,"3 beds / 2.5 baths / 65,340 sqft","249,000"
66 Grove St, Rutherford, NJ,7070,"4 beds / 3 baths / 1,631 sqft","319,000"
86 Wingra Ave, Rutherford, NJ,7070,"5 beds / 3 baths / 3,200 sqft","499,000"
169 Fairview Ave, Rutherford, NJ,7070,"4 beds / 1 bath / 1,400 sqft","539,000"
204 Washington Ave, Rutherford, NJ,7070,"5 beds / 2 baths / 2,200 sqft","539,000"
3 Sunderland Ave, Rutherford, NJ,7070,"3 beds / 4 baths / 2,133 sqft","350,000"
54 Maple St, Rutherford, NJ,7070,"2 beds / 1 bath / 1,166 sqft","599,000"
17 Monona Ave, Rutherford, NJ,7070,"6 beds / 3.5 baths / 3,254 sqft","379,000"
15 Saint Clair Ave, Rutherford, NJ,7070,"4 beds / 3 baths / 2,388 sqft","439,000"
520 Stuyvesant Ave, Rutherford, NJ,7070,"5 beds / 3.5 baths / 1,574 sqft","449,000"
374 Washington Ave, Rutherford, NJ,7070,"3 beds / 2.5 baths / 1,694 sqft","799,000"
145 W Erie Ave, Rutherford, NJ,7070,"4 beds / 1 bath / 1,440 sqft","$349,000 "
70 Clark Ct, Rutherford, NJ,7070,"3 beds / 1 bath / 1,850 sqft","1,350/mo"
29-31 Ridge Rd, Rutherford, NJ,7070,"3 beds / 2 baths / 2,101 sqft","2,100/mo"
Vanderburgh Ave, Rutherford, NJ,7070,"3 beds / 1 bath / 1,136 sqft","1,200/mo"
75 Hobart Ave # 1, Rutherford, NJ,7070,"4 beds / 1 bath / 1,344 sqft","1,500/mo"
49 W Passaic Ave, Rutherford, NJ,7070,"4 beds / 1 bath / 1,283 sqft","789,000"
1 Addison Ave APT 2, Rutherford, NJ,7070,"3 beds / 2 baths / 1,106 sqft","9,400/mo"
230 Springfield Ave, Rutherford, NJ,7070,"5 beds / 6.5 baths / 4,794 sqft","1,700/mo"
197 Darwin Ave # B, Rutherford, NJ,7070,"6 beds / 2 baths / 2,120 sqft","1,775/mo"
24 Montross Ave, Rutherford, NJ,7070,"2 beds / 1 bath / 1,347 sqft","$439,000 "
126 Hackett Pl, Rutherford, NJ,7070,"3 beds / 1.5 baths / 1,342 sqft","3,000/mo"
260 5th St, Saddle Brook, NJ,7663,"3 beds / 1.5 baths / 1,569 sqft","2,900/mo"
438 Steinway Rd, Saddle Brook, NJ,7663,"3 beds / 1.5 baths / 1,402 sqft","3,000/mo"
71 William St, Saddle Brook, NJ,7663,"4 beds / 2 baths / 1,600 sqft","2,900/mo"
17 Liberty St, Saddle Brook, NJ,7663,"4 beds / 4 baths / 2,187 sqft","$569,000 "
83 Taggart Way, Saddle Brook, NJ,7663,"11 beds / 6 baths / 4,636 sqft","$299,000 "
34 Bell Ave, Saddle Brook, NJ,7663,"4 beds / 2.5 baths / 1,705 sqft","$389,000 "
604 Ash Ave, Saddle Brook, NJ,7663,"4 beds / 3 baths / 1,549 sqft","$299,000 "
44 Miller St, Saddle Brook, NJ,7663,"4 beds / 2 baths / 1,619 sqft","1,350/mo"
36 Birk St, Saddle Brook, NJ,7663,"4 beds / 1.5 baths / 2,326 sqft","2,450/mo"
50 S Broadway, Saddle Brook, NJ,7663,"4 beds / 2.5 baths / 2,120 sqft","$1,405,000 "
15 Pehle Ave, Saddle Brook, NJ,7663,"4 beds / 4.5 baths / 4,000 sqft","$1,279,000 "
589 Willow Ave, Saddle Brook, NJ,7663,"6 beds / 7 baths / 7,000 sqft","$1,289,000 "
15 Miller St, Saddle Brook, NJ,7663,"3 beds / 1.5 baths / 1,152 sqft","$1,495,000 "
264 Midland Ave UNIT 17, Saddle Brook, NJ,7663,"5 beds / 2.5 baths / 2,544 sqft","$1,329,000 "
271A 4th St, Saddle Brook, NJ,7663,"4 beds / 2 baths / 1,433 sqft","2,900/mo"
429 Saddle River Rd, Saddle Brook, NJ,7663,"5 beds / 4.5 baths / 1,224 sqft","$1,309,000 "
515 Hobson Ave, Saddle Brook, NJ,7663,"8 beds / 7 baths / 3,571 sqft","$1,325,000 "
126 Route 46, Saddle Brook, NJ,7663,"6 beds / 5.5 baths / 6,035 sqft","8,000/mo"
295 N Boulevard, Saddle Brook, NJ,7663,"4 beds / 2.5 baths / 2,229 sqft","2,900/mo"
330 Saddle River Rd, Saddle Brook, NJ,7663,"7 beds / 6.5 baths / 4,000 sqft","389,000"
121 Lincoln Ave, Saddle Brook, NJ,7663,"4 beds / 2.5 baths / 2,824 sqft","339,000"
President St, Saddle Brook, NJ,7663,"5 beds / 5.5 baths / 6,010 sqft","3,000/mo"
22 S Central Ave, Saddle Brook, NJ,7663,"6 beds / 5 baths / 3,278 sqft","419,000"
304 Saddle River Rd, Saddle Brook, NJ,7663,"4 beds / 3 baths / 2,174 sqft","549,000"
61 Ridge Rd, UPPER SADDLE RIVER, NJ,7458,"4 beds / 4.5 baths / 2,812 sqft","4,500/mo"
20 Pleasant Ave, Upper Saddle River, NJ,7458,"5 beds / 4.5 baths / 1,118 sqft","1,600/mo"
1 Knollwood Rd, Upper Saddle River, NJ,7458,"5 beds / 3 baths / 2,768 sqft","530,000"
22 Cameron Rd, Saddle River, NJ,7458,"5 beds / 4.5 baths / 1,043 sqft","$1,599,000 "
21 Cottage Ln, Upper Saddle River, NJ,7458,"6 beds / 5.5 baths / 5,068 sqft","$1,799,900 "
332 E Saddle River Rd, Upper Saddle River, NJ,7458,"2 beds / 1 bath / 1,754 sqft","2,600/mo"
124 Cortland Dr, Saddle River, NJ,7458,"3 beds / 2 baths / 1,797 sqft","1,275/mo"
30 Fox Hill Rd, Upper Saddle River, NJ,7458,"3 beds / 2 baths / 1,416 sqft","$749,000 "
101 Cortland Dr # 101, Saddle River, NJ,7458,"5 beds / 5.5 baths / 3,443 sqft","$1,749,000 "
39 Dogwood Hill Rd, Upper Saddle River, NJ,7458,"4 beds / 1.5 baths / 1,533 sqft","$850,000 "
50 Lilline Ln, Upper Saddle River, NJ,7458,"4 beds / 2 baths / 2,838 sqft","$2,328,000 "
11 Fox Hill Rd, Upper Saddle River, NJ,7458,"4 beds / 1.5 baths / 1,515 sqft","$2,970,000 "
11 Cobblestone Dr, Upper Saddle River, NJ,7458,"2 beds / 1 bath / 1,040 sqft","$1,995,000 "
12 Stonewall Rd, Saddle River, NJ,7458,"4 beds / 4 baths / 4,067 sqft","$2,700,000 "
17 Corn Mill Ct, Upper Saddle River, NJ,7458,"5 beds / 3.5 baths / 2,782 sqft","$1,499,000 "
11 Denison Dr E, Saddle River, NJ,7458,"3 beds / 2 baths / 1,849 sqft","$748,800 "
12 Spook Ridge Rd, Upper Saddle River, NJ,7458,"4 beds / 3 baths / 3,434 sqft","$2,595,000 "
4 Timberlane Rd, Upper Saddle River, NJ,7458,"2 beds / 2.5 baths / 1,720 sqft","2,699,00"
320 Fern Dell St, Upper Saddle River, NJ,7458,"1 bed / 1 bath / 1,315 sqft","$175,000 "
16 Woodcliff Lake Rd, Saddle River, NJ,7458,"5 beds / 2.5 baths / 3,282 sqft","$1,510,000 "
48 Brookside Dr, Upper Saddle River, NJ,7458,"4 beds / 2.5 baths / 2,536 sqft","$865,000 "
233 W Saddle River Rd, Saddle River, NJ,7458,"3 beds / 3 baths / 1,480 sqft","$1,999,000 "
18 Overbrook Rd, Upper Saddle River, NJ,7458,"4 beds / 2.5 baths / 2,392 sqft","$200,000 "
271 E Saddle River Rd, Saddle River, NJ,7458,"5 beds / 4 baths / 3,800 sqft","$998,000 "
201 S Main St, South Hackensack, NJ,7606,"3 beds / 1.5 baths / 1,313 sqft","$379,000 "
51 Calicooneck Rd # 1, South Hackensack, NJ,7606,"4 beds / 2.5 baths / 2,912 sqft","1,700/mo"
40 Sievers Ln, South Hackensack, NJ,7606,"4 beds / 2.5 baths / 3,000 sqft","559,000"
88 Phillips Ave, South Hackensack, NJ,7606,"5 beds / 2.5 baths / 3,000 sqft","335,000"
533 Moonachie Rd, South Hackensack, NJ,7606,"4 beds / 1.5 baths / 1,533 sqft","438,000"
23 Milano Ct, South Hackensack, NJ,7606,"4 beds / 2 baths / 2,838 sqft","399,000"
10 Dyer Ave # 2, South Hackensack, NJ,7606,"4 beds / 1.5 baths / 1,515 sqft","3,000/mo"
Calicooneck Ave, [Not Specified], NJ,7606,"2 beds / 1 bath / 1,040 sqft","2,900/mo"
301 Phillips Ave, South Hackensack, NJ,7606,"4 beds / 4 baths / 4,067 sqft","3,000/mo"
625 Cadmus Ct, Teaneck, NJ,7666,"5 beds / 3.5 baths / 2,782 sqft","525,000"
124 Bogert St, Teaneck, NJ,7666,"3 beds / 2 baths / 1,849 sqft","464,000"
909 Sheffield Rd, Teaneck, NJ,7666,"4 beds / 3 baths / 3,434 sqft","419,000"
840 Red Rd, Teaneck, NJ,7666,"2 beds / 2.5 baths / 1,720 sqft","319,000"
287 Farrant Ter, Teaneck, NJ,7666,"1 bed / 1 bath / 1,315 sqft","290,000"
114 Bogert St, Teaneck, NJ,7666,"5 beds / 2.5 baths / 3,282 sqft","422,000"
533 Englewood Ave, Teaneck, NJ,7666,"4 beds / 2.5 baths / 2,536 sqft","279,000"
1839 Ivy Ct, Teaneck, NJ,7666,"3 beds / 3 baths / 1,480 sqft","299,000"
179 Liberty Rd, Teaneck, NJ,7666,"4 beds / 2.5 baths / 2,392 sqft","1,100/mo"
65 Franklin Rd, Teaneck, NJ,7666,"5 beds / 4 baths / 3,800 sqft","379,000"
520 Teaneck Rd, Teaneck, NJ,7666,"3 beds / 1.5 baths / 1,313 sqft","2,900/mo"
517 Oritani Pl, Teaneck, NJ,7666,"4 beds / 2.5 baths / 2,912 sqft","325,000"
1545 Warwick Ave, Teaneck, NJ,7666,"4 beds / 2.5 baths / 3,000 sqft","395,000"
239 Hamilton Rd, Teaneck, NJ,7666,"5 beds / 2.5 baths / 3,000 sqft","239,000"
848 Ester Ave, Teaneck, NJ,7666,"4 beds / 1.5 baths / 1,533 sqft","324,000"
195 Grayson Pl, Teaneck, NJ,7666,"4 beds / 2 baths / 2,838 sqft","349,000"
1427 Aspen Ter, Teaneck, NJ,7666,"4 beds / 1.5 baths / 1,515 sqft","279,000"
444 Billington Rd, Teaneck, NJ,7666,"2 beds / 1 bath / 1,040 sqft","399,000"
335 Griggs Ave, Teaneck, NJ,7666,"4 beds / 4 baths / 4,067 sqft","529,000"
210 Hargreaves Ave, Teaneck, NJ,7666,"5 beds / 3.5 baths / 2,782 sqft","575,000"
57 Herrick Ave, Teaneck, NJ,7666,"3 beds / 2 baths / 1,849 sqft","449,000"
114 Copley Ave, Teaneck, NJ,7666,"4 beds / 3 baths / 3,434 sqft","359,000"
835 Prince St, Teaneck, NJ,7666,"2 beds / 2.5 baths / 1,720 sqft","489,000"
31 Church St, Teaneck, NJ,7666,"1 bed / 1 bath / 1,315 sqft","399,000"
308 Morningside Ter, Teaneck, NJ,7666,"5 beds / 2.5 baths / 3,282 sqft","289,000"
68 Norman Pl, Tenafly, NJ,7670,"4 beds / 2.5 baths / 2,536 sqft","2,600/mo"
19 Woodhill Rd, Tenafly, NJ,7670,"3 beds / 3 baths / 1,480 sqft","1,275/mo"
43 Esmond Pl, Tenafly, NJ,7670,"4 beds / 2.5 baths / 2,392 sqft","$499,000 "
12 Merritt Ct, Tenafly, NJ,7670,"5 beds / 4 baths / 3,800 sqft","$825,000 "
38 Day Ave, Tenafly, NJ,7670,"3 beds / 1.5 baths / 1,313 sqft","$450,000 "
167 Highwood Ave, Tenafly, NJ,7670,"4 beds / 2.5 baths / 2,912 sqft","$1,350,000 "
141 Tekening Dr, Tenafly, NJ,7670,"4 beds / 2.5 baths / 3,000 sqft","$3,999,000 "
147 Buckingham Rd, Tenafly, NJ,7670,"5 beds / 2.5 baths / 3,000 sqft","$3,295,300 "
204 Elm St, Tenafly, NJ,7670,"3 beds / 2 baths / 1,694 sqft","$899,000 "
285 Woodland St, Tenafly, NJ,7670,"4 beds / 4 baths / 4,688 sqft","$3,489,000 "
118 Highwood Ave, Tenafly, NJ,7670,"3 beds / 4 baths / 3,000 sqft","$1,295,000 "
159 Buckingham Rd, Tenafly, NJ,7670,"6 beds / 5.5 baths / 5,200 sqft","$3,395,000 "
31 Stonybrook Rd, Tenafly, NJ,7670,"6 beds / 5.5 baths / 5,070 sqft","$1,549,000 "
108 Sunset Ln, Tenafly, NJ,7670,"5 beds / 4.5 baths / 4,675 sqft","$675,000 "
17 Marcotte Ln, Tenafly, NJ,7670,"6 beds / 7.5 baths / 2,694 sqft","$949,000 "
62 George St, Tenafly, NJ,7670,"6 beds / 6 baths / 2,228 sqft","$1,350,000 "
23 Downey Dr, Tenafly, NJ,7670,"4 beds / 4.5 baths / 4,038 sqft","$1,190,000 "
93 Prospect Ter, Tenafly, NJ,7670,"4 beds / 3.5 baths / 5,700 sqft","$1,399,000 "
176 Leroy St, Tenafly, NJ,7670,"3 beds / 2.5 baths / 65,340 sqft","$1,650,000 "
318 Tenafly Rd, Tenafly, NJ,7670,"3 beds / 2 baths / 1,694 sqft","1,750/mo"
161 Newcomb Rd, Tenafly, NJ,7670,"4 beds / 4 baths / 4,688 sqft","625,000"
25 Lindley Ave, Tenafly, NJ,7670,"3 beds / 4 baths / 3,000 sqft","525,000"
9 Kensington Ct # 9, Tenafly, NJ,7670,"6 beds / 5.5 baths / 5,200 sqft","$1,200,000 "
38 Park St, Tenafly, NJ,7670,"6 beds / 5.5 baths / 5,070 sqft","$2,800,000 "
434 Coolidge Ave, Township of Washington, NJ,7676,"5 beds / 4.5 baths / 4,675 sqft","$389,000 "
971 Ridgewood Blvd E, Township of Washington, NJ,7676,"6 beds / 7.5 baths / 2,694 sqft","2,650/mo"
346 Pond Ct, Washington Twps, NJ,7676,"6 beds / 6 baths / 2,228 sqft","$382,000 "
346 Pond Ct, Township of Washington, NJ,7676,"4 beds / 4.5 baths / 4,038 sqft","$382,000 "
580 Cross St, Township of Washington, NJ,7676,"4 beds / 3.5 baths / 5,700 sqft","434,000"
3 Hampton Ct, Township of Washington, NJ,7676,"3 beds / 2.5 baths / 65,340 sqft","2,900/mo"
354 Beech St, Township of Washington, NJ,7676,"4 beds / 2 baths / 1,888 sqft","389,000"
10 Katharina Pl, Township of Washington, NJ,7676,"3 beds / 2.5 baths / 1,971 sqft","899,000"
68 Salem Rd, Township of Washington, NJ,7676,"4 beds / 2 baths / 1,296 sqft","728,000"
134 Windsor Cir, Township of Washington, NJ,7676,"4 beds / 1 bath / 1,305 sqft","549,000"
819 Wearimus Rd, Township of Washington, NJ,7676,"3 beds / 1.5 baths / 1,420 sqft","699,000"
33 Braeburn Dr, Township of Washington, NJ,7676,"2 beds / 1.5 baths / 1,294 sqft","429,000"
100 Ridgewood Rd, Township of Washington, NJ,7676,"3 beds / 2 baths / 1,506 sqft","310,000"
100 Ridgewood Rd APT 203, Township Of Washington, NJ,7676,"3 beds / 2.5 baths / 1,971 sqft","2,500/mo"
101 Salem Rd, Township of Washington, NJ,7676,"2 beds / 2 baths / 1,457 sqft","729,000"
22 Spice Dr, Township of Washington, NJ,7676,"3 beds / 3 baths / 1,662 sqft","625,000"
895 Edison St, Township of Washington, NJ,7676,"3 beds / 2.5 baths / 1,971 sqft","499,000"
682 Kennedy Dr, Township of Washington, NJ,7676,"3 beds / 2.5 baths / 2,510 sqft","599,000"
649 Washington Ave, Township of Washington, NJ,7676,"3 beds / 1.5 baths / 1,607 sqft","629,000"
862 Manhattan Ave, Township of Washington, NJ,7676,"5 beds / 2 baths / 1,890 sqft","450,000"
7 Carriage Ct, Township of Washington, NJ,7676,"3 beds / 2 baths / 1,295 sqft","950,000"
80-210 Ridgewood Rd # 210, Twp of Washington, NJ,7676,"3 beds / 1.5 baths / 1,722 sqft","2,900/mo"
100-213 Ridgewood Rd # 213, Twp of Washington, NJ,7676,"4 beds / 1 bath / 1,152 sqft","3,000/mo"
653 Beech St, Township of Washington, NJ,7676,"4 beds / 2.5 baths / 1,832 sqft","739,000"
7 Undisclosed, Washington Township, NJ,7676,"2 beds / 1 bath / 1,040 sqft","799,000"
434 Coolidge Ave, Township of Washington, NJ,7676,"3 beds / 2.5 baths / 2,053 sqft","389,000"
971 Ridgewood Blvd E, Township of Washington, NJ,7676,"3 beds / 2.5 baths / 1,971 sqft","3,000/mo"
346 Pond Ct, Washington Twps, NJ,7676,"2 beds / 1 bath / 2,146 sqft","2,900/mo"
346 Pond Ct, Township of Washington, NJ,7676,"6 beds / 3 baths / 2,700 sqft","3,000/mo"
580 Cross St, Township of Washington, NJ,7676,"6 beds / 3 baths / 2,370 sqft","$1,434,000 "
